Campaign Type,Placement,Device,Spend,Impressions,Views,Clicks,Conversions,Ad Type,date
Retargeting,Facebook News Feed,Mobile,108.67,2173,463,46,31.0,Lifestyle,2023-10-26
Retargeting,GDN,Mobile,113.35,2266,389,38,31.0,Product,2023-10-26
Retargeting,Facebook News Feed,Mobile,69.62,1392,135,13,15.0,Product,2023-10-26
CRM,Facebook News Feed,Mobile,49.23,1082,408,28,15.0,Lifestyle,2023-10-26
CRM,GDN,Mobile,71.07,1563,223,15,15.0,Product,2023-10-26
Prospecting,Facebook Audience Network,Mobile,79.09,1977,600,30,15.0,Infographic,2023-10-26
Retargeting,Facebook Audience Network,Desktop,91.52,1830,618,61,46.0,Infographic,2023-10-26
Prospecting,Facebook News Feed,Mobile,76.05,1901,552,27,15.0,Infographic,2023-10-26
CRM,GDN,Mobile,57.36,1261,187,13,15.0,Product,2023-10-26
Prospecting,Facebook Audience Network,Mobile,88.37,2209,877,43,31.0,Infographic,2023-10-26
Retargeting,GDN,Desktop,77.84,1556,386,38,31.0,Infographic,2023-10-26
Prospecting,Facebook News Feed,Desktop,80.37,2009,8,5,15.0,Product,2023-10-26
CRM,Facebook News Feed,Desktop,62.46,1374,179,12,15.0,Lifestyle,2023-10-26
Prospecting,GDN,Mobile,85.94,2148,593,29,31.0,Lifestyle,2023-10-26
Prospecting,Instagram,Mobile,83.34,2083,605,30,31.0,Lifestyle,2023-10-26
Retargeting,Facebook News Feed,Mobile,110.32,2206,115,11,15.0,Product,2023-10-26
Prospecting,Facebook News Feed,Desktop,71.41,1785,671,33,15.0,Lifestyle,2023-10-26
Retargeting,Facebook News Feed,Desktop,81.16,1623,244,24,15.0,Infographic,2023-10-26
Prospecting,Facebook News Feed,Desktop,116.86,2921,1306,65,31.0,Lifestyle,2023-10-26
Retargeting,GDN,Desktop,93.97,1879,212,21,15.0,Infographic,2023-10-26
Retargeting,GDN,Desktop,96.31,1926,663,66,31.0,Lifestyle,2023-10-26
Retargeting,GDN,Desktop,113.56,2271,450,45,31.0,Lifestyle,2023-10-26
Prospecting,GDN,Mobile,103.94,2598,1048,52,31.0,Lifestyle,2023-10-26
Retargeting,Instagram,Desktop,89.11,1782,711,71,61.0,Product,2023-10-26
Prospecting,GDN,Desktop,65.02,1625,232,11,15.0,Lifestyle,2023-10-26
Prospecting,GDN,Desktop,61.37,1534,515,25,15.0,Infographic,2023-10-26
Retargeting,Facebook News Feed,Desktop,131.86,2637,1311,131,92.0,Infographic,2023-10-26
Retargeting,Instagram,Mobile,79.24,1584,684,68,46.0,Lifestyle,2023-10-26
Retargeting,Facebook News Feed,Mobile,99.45,1988,183,18,15.0,Product,2023-10-26
CRM,Instagram,Desktop,50.23,1104,250,17,15.0,Lifestyle,2023-10-26
Prospecting,Facebook Audience Network,Mobile,58.27,1456,290,14,15.0,Lifestyle,2023-10-26
Retargeting,Instagram,Mobile,94.15,1883,797,79,61.0,Infographic,2023-10-26
Retargeting,Instagram,Mobile,81.24,1624,358,35,31.0,Product,2023-10-26
Prospecting,Facebook News Feed,Mobile,69.63,1740,623,31,31.0,Infographic,2023-10-26
CRM,Instagram,Mobile,80.06,1761,304,21,15.0,Product,2023-10-26
CRM,Instagram,Mobile,64.25,1413,349,24,15.0,Lifestyle,2023-10-26
Prospecting,Facebook News Feed,Mobile,93.97,2349,478,23,15.0,Infographic,2023-10-26
Retargeting,Facebook Audience Network,Desktop,116.49,2329,1015,101,46.0,Lifestyle,2023-10-26
Retargeting,Facebook Audience Network,Mobile,97.98,1959,129,12,15.0,Lifestyle,2023-10-26
Retargeting,Facebook Audience Network,Desktop,91.21,1824,186,18,15.0,Infographic,2023-10-26
Retargeting,Instagram,Mobile,104.98,2099,669,66,31.0,Lifestyle,2023-10-26
Retargeting,Facebook News Feed,Mobile,103.37,2067,234,23,15.0,Product,2023-10-26
Retargeting,Facebook Audience Network,Mobile,88.62,1772,277,27,15.0,Lifestyle,2023-10-25
Retargeting,Facebook Audience Network,Desktop,102.6,2051,786,78,46.0,Product,2023-10-25
CRM,Facebook Audience Network,Mobile,52.94,1164,231,16,15.0,Lifestyle,2023-10-25
Prospecting,Facebook Audience Network,Desktop,77.43,1935,853,42,31.0,Product,2023-10-25
CRM,Facebook News Feed,Mobile,56.65,1246,273,19,15.0,Infographic,2023-10-25
Prospecting,Facebook Audience Network,Mobile,60.97,1524,364,18,15.0,Lifestyle,2023-10-25
Retargeting,Instagram,Desktop,52.98,1059,477,47,31.0,Infographic,2023-10-25
Prospecting,Instagram,Mobile,65.91,1647,467,23,15.0,Infographic,2023-10-25
Retargeting,Facebook News Feed,Mobile,136.08,2721,650,65,31.0,Product,2023-10-25
Prospecting,GDN,Mobile,75.35,1883,727,36,31.0,Lifestyle,2023-10-25
Retargeting,Facebook Audience Network,Desktop,115.52,2310,825,82,61.0,Infographic,2023-10-25
CRM,Facebook Audience Network,Mobile,38.76,852,273,19,15.0,Lifestyle,2023-10-25
Retargeting,Instagram,Mobile,79.83,1596,327,32,31.0,Product,2023-10-25
Retargeting,Facebook News Feed,Mobile,72.91,1458,183,18,15.0,Infographic,2023-10-25
CRM,GDN,Desktop,57.98,1275,193,13,15.0,Product,2023-10-25
Retargeting,Instagram,Mobile,148.44,2968,271,27,31.0,Infographic,2023-10-25
Prospecting,GDN,Desktop,86.9,2172,195,9,15.0,Product,2023-10-25
Prospecting,Facebook News Feed,Mobile,105.43,2635,781,39,31.0,Lifestyle,2023-10-25
CRM,Facebook News Feed,Mobile,57.46,1264,330,23,15.0,Infographic,2023-10-25
CRM,Facebook News Feed,Desktop,73.65,1620,751,52,31.0,Infographic,2023-10-25
CRM,Instagram,Desktop,80.73,1776,485,33,15.0,Lifestyle,2023-10-25
Retargeting,Facebook News Feed,Desktop,97.81,1956,619,61,31.0,Infographic,2023-10-25
CRM,Instagram,Desktop,54.61,1201,498,34,15.0,Product,2023-10-25
Prospecting,Instagram,Desktop,60.23,1505,399,19,15.0,Infographic,2023-10-25
Prospecting,Facebook Audience Network,Mobile,75.36,1884,396,19,15.0,Infographic,2023-10-25
Retargeting,Instagram,Mobile,101.64,2032,803,80,46.0,Infographic,2023-10-25
Prospecting,Instagram,Desktop,110.46,2761,1123,56,31.0,Product,2023-10-25
CRM,Facebook Audience Network,Mobile,47.05,1035,80,5,15.0,Lifestyle,2023-10-25
CRM,GDN,Mobile,60.6,1333,16,1,15.0,Product,2023-10-25
Retargeting,Facebook Audience Network,Desktop,63.71,1274,211,21,15.0,Product,2023-10-25
Retargeting,Facebook Audience Network,Desktop,91.46,1829,864,86,46.0,Infographic,2023-10-25
Retargeting,Facebook News Feed,Desktop,106.23,2124,125,12,15.0,Infographic,2023-10-25
CRM,Facebook News Feed,Mobile,65.13,1432,637,44,46.0,Lifestyle,2023-10-25
Prospecting,Facebook Audience Network,Desktop,88.84,2220,129,6,15.0,Infographic,2023-10-25
Retargeting,Facebook News Feed,Mobile,107.95,2158,213,21,15.0,Product,2023-10-25
Retargeting,Facebook Audience Network,Desktop,111.61,2232,969,96,61.0,Infographic,2023-10-25
Retargeting,Facebook News Feed,Desktop,100.91,2018,779,77,31.0,Infographic,2023-10-25
Retargeting,Instagram,Desktop,79.04,1580,56,5,15.0,Lifestyle,2023-10-25
CRM,Facebook News Feed,Desktop,41.48,912,85,5,15.0,Product,2023-10-25
Prospecting,Facebook News Feed,Mobile,71.8,1794,273,13,15.0,Product,2023-10-25
Retargeting,Instagram,Mobile,97.31,1946,614,61,31.0,Lifestyle,2023-10-25
Prospecting,Facebook Audience Network,Mobile,98.81,2470,1166,58,46.0,Product,2023-10-25
Retargeting,Facebook News Feed,Desktop,97.99,1959,422,42,31.0,Product,2023-10-25
CRM,Facebook News Feed,Mobile,58.03,1276,333,23,15.0,Infographic,2023-10-25
Retargeting,Instagram,Mobile,107.71,2154,687,68,61.0,Lifestyle,2023-10-25
Retargeting,Instagram,Mobile,94.6,1891,132,13,15.0,Lifestyle,2023-10-25
Retargeting,Instagram,Desktop,116.21,2324,263,26,15.0,Infographic,2023-10-25
Prospecting,GDN,Mobile,109.69,2742,146,7,15.0,Lifestyle,2023-10-25
Prospecting,Instagram,Desktop,112.86,2821,11,5,15.0,Lifestyle,2023-10-25
Prospecting,Facebook Audience Network,Desktop,81.46,2036,839,41,31.0,Infographic,2023-10-25
Retargeting,Facebook News Feed,Mobile,106.74,2134,54,5,15.0,Infographic,2023-10-24
Retargeting,Facebook News Feed,Mobile,131.58,2631,229,22,31.0,Product,2023-10-24
Retargeting,GDN,Desktop,97.0,1940,121,12,15.0,Product,2023-10-24
Prospecting,Facebook News Feed,Desktop,90.19,2254,860,43,31.0,Infographic,2023-10-24
Retargeting,Facebook News Feed,Desktop,77.3,1545,232,23,31.0,Lifestyle,2023-10-24
Prospecting,Facebook Audience Network,Mobile,75.34,1883,161,8,15.0,Infographic,2023-10-24
CRM,Facebook News Feed,Desktop,71.56,1574,593,41,31.0,Infographic,2023-10-24
CRM,Facebook Audience Network,Desktop,52.82,1161,558,39,31.0,Infographic,2023-10-24
Retargeting,GDN,Desktop,97.44,1948,875,87,61.0,Product,2023-10-24
Retargeting,Facebook Audience Network,Mobile,68.52,1370,499,49,46.0,Infographic,2023-10-24
Retargeting,Instagram,Desktop,140.12,2802,178,17,15.0,Lifestyle,2023-10-24
Prospecting,Instagram,Desktop,98.95,2473,1231,61,46.0,Infographic,2023-10-24
CRM,GDN,Desktop,61.88,1361,551,38,31.0,Infographic,2023-10-24
Retargeting,Facebook News Feed,Desktop,110.15,2203,725,72,31.0,Infographic,2023-10-24
Retargeting,Facebook Audience Network,Desktop,107.92,2158,292,29,15.0,Product,2023-10-24
CRM,Instagram,Mobile,73.84,1624,435,30,31.0,Lifestyle,2023-10-24
CRM,Facebook Audience Network,Mobile,54.81,1205,395,27,31.0,Lifestyle,2023-10-24
Retargeting,Instagram,Desktop,114.65,2292,165,16,15.0,Product,2023-10-24
Prospecting,Facebook Audience Network,Desktop,96.16,2404,993,49,46.0,Product,2023-10-24
Retargeting,Facebook News Feed,Desktop,124.31,2486,783,78,61.0,Product,2023-10-24
Retargeting,GDN,Desktop,54.81,1096,535,53,31.0,Lifestyle,2023-10-24
CRM,Facebook News Feed,Desktop,54.01,1188,400,28,15.0,Lifestyle,2023-10-24
CRM,Facebook Audience Network,Desktop,49.81,1095,114,7,15.0,Infographic,2023-10-24
Prospecting,Instagram,Mobile,82.24,2056,350,17,15.0,Lifestyle,2023-10-24
Retargeting,Instagram,Desktop,59.68,1193,259,25,31.0,Product,2023-10-24
CRM,GDN,Desktop,39.54,869,305,21,15.0,Lifestyle,2023-10-24
Retargeting,Facebook News Feed,Mobile,143.4,2868,875,87,77.0,Lifestyle,2023-10-24
Retargeting,Facebook News Feed,Mobile,112.35,2247,613,61,31.0,Lifestyle,2023-10-24
Prospecting,Facebook News Feed,Mobile,81.82,2045,485,24,15.0,Lifestyle,2023-10-24
Retargeting,Instagram,Mobile,107.27,2145,130,13,15.0,Infographic,2023-10-24
Prospecting,GDN,Desktop,82.2,2054,263,13,15.0,Product,2023-10-24
Prospecting,Instagram,Mobile,94.96,2374,833,41,15.0,Lifestyle,2023-10-24
Retargeting,Facebook News Feed,Mobile,87.35,1747,180,18,15.0,Product,2023-10-24
Retargeting,Facebook Audience Network,Mobile,103.73,2074,348,34,15.0,Product,2023-10-24
Retargeting,Instagram,Desktop,104.55,2090,470,47,31.0,Lifestyle,2023-10-24
Retargeting,GDN,Desktop,79.06,1581,160,16,15.0,Infographic,2023-10-24
Prospecting,Facebook News Feed,Desktop,99.15,2478,113,5,15.0,Infographic,2023-10-24
CRM,Facebook Audience Network,Mobile,55.54,1221,17,1,15.0,Infographic,2023-10-24
Retargeting,Instagram,Desktop,120.35,2406,1127,112,77.0,Lifestyle,2023-10-24
Retargeting,Facebook Audience Network,Mobile,102.3,2045,185,18,15.0,Lifestyle,2023-10-24
Prospecting,Facebook Audience Network,Mobile,104.5,2612,142,7,15.0,Lifestyle,2023-10-24
CRM,GDN,Mobile,49.59,1090,452,31,15.0,Lifestyle,2023-10-24
Retargeting,Instagram,Mobile,78.3,1566,450,45,31.0,Lifestyle,2023-10-24
Retargeting,GDN,Desktop,81.89,1637,61,6,15.0,Product,2023-10-24
Prospecting,Facebook News Feed,Desktop,82.0,2049,595,29,15.0,Product,2023-10-24
Retargeting,Facebook Audience Network,Desktop,130.83,2616,939,93,61.0,Lifestyle,2023-10-24
Retargeting,GDN,Desktop,131.86,2637,1299,129,92.0,Infographic,2023-10-24
Prospecting,GDN,Mobile,45.35,1133,294,14,15.0,Product,2023-10-24
Prospecting,Facebook News Feed,Mobile,83.75,2093,363,18,15.0,Lifestyle,2023-10-24
Prospecting,Instagram,Mobile,31.81,795,66,3,15.0,Lifestyle,2023-10-24
Prospecting,GDN,Mobile,91.93,2298,46,2,15.0,Product,2023-10-23
Prospecting,Facebook Audience Network,Mobile,96.77,2419,968,48,31.0,Product,2023-10-23
Retargeting,Facebook Audience Network,Desktop,99.2,1983,373,37,31.0,Lifestyle,2023-10-23
Retargeting,Facebook Audience Network,Desktop,101.68,2033,821,82,31.0,Infographic,2023-10-23
Retargeting,Facebook Audience Network,Mobile,101.47,2029,659,65,31.0,Lifestyle,2023-10-23
Retargeting,GDN,Mobile,84.31,1686,761,76,61.0,Product,2023-10-23
Prospecting,Facebook Audience Network,Desktop,86.48,2161,237,11,15.0,Product,2023-10-23
CRM,GDN,Desktop,57.69,1269,34,2,15.0,Lifestyle,2023-10-23
CRM,Instagram,Mobile,69.3,1524,295,20,15.0,Product,2023-10-23
Prospecting,Facebook Audience Network,Desktop,78.3,1957,892,44,31.0,Lifestyle,2023-10-23
Retargeting,Instagram,Desktop,82.78,1655,491,49,46.0,Infographic,2023-10-23
Retargeting,GDN,Mobile,69.28,1385,257,25,15.0,Infographic,2023-10-23
CRM,Facebook News Feed,Mobile,41.36,909,386,27,31.0,Lifestyle,2023-10-23
Prospecting,Instagram,Desktop,99.69,2492,269,13,15.0,Product,2023-10-23
Prospecting,Facebook Audience Network,Desktop,73.13,1828,866,43,31.0,Product,2023-10-23
Prospecting,Facebook News Feed,Mobile,85.08,2126,605,30,15.0,Infographic,2023-10-23
Prospecting,Instagram,Desktop,106.75,2668,693,34,31.0,Product,2023-10-23
CRM,GDN,Desktop,54.37,1196,486,34,31.0,Product,2023-10-23
Retargeting,GDN,Desktop,87.45,1749,562,56,46.0,Lifestyle,2023-10-23
Prospecting,GDN,Mobile,78.02,1950,717,35,31.0,Infographic,2023-10-23
CRM,Instagram,Desktop,60.29,1326,410,28,15.0,Infographic,2023-10-23
Retargeting,GDN,Desktop,137.75,2755,844,84,61.0,Lifestyle,2023-10-23
Prospecting,Instagram,Mobile,103.49,2587,124,6,15.0,Lifestyle,2023-10-23
Retargeting,Facebook Audience Network,Mobile,112.42,2248,211,21,15.0,Infographic,2023-10-23
CRM,Facebook Audience Network,Desktop,74.49,1638,368,25,15.0,Infographic,2023-10-23
Retargeting,Instagram,Mobile,96.44,1928,944,94,77.0,Lifestyle,2023-10-23
Prospecting,Instagram,Mobile,84.49,2112,919,45,31.0,Infographic,2023-10-23
Retargeting,Facebook News Feed,Desktop,93.97,1879,265,26,31.0,Infographic,2023-10-23
Prospecting,GDN,Mobile,60.64,1516,134,6,15.0,Product,2023-10-23
Retargeting,Facebook Audience Network,Desktop,124.08,2481,784,78,46.0,Infographic,2023-10-23
Retargeting,Facebook Audience Network,Desktop,110.63,2212,789,78,46.0,Lifestyle,2023-10-23
Retargeting,Facebook News Feed,Mobile,100.36,2007,314,31,31.0,Product,2023-10-23
CRM,Instagram,Desktop,59.98,1319,299,20,15.0,Product,2023-10-23
Retargeting,Instagram,Desktop,69.88,1397,297,29,15.0,Infographic,2023-10-23
Retargeting,Facebook News Feed,Desktop,80.45,1609,278,27,15.0,Product,2023-10-23
Prospecting,GDN,Desktop,85.04,2126,373,18,15.0,Lifestyle,2023-10-23
Prospecting,Instagram,Desktop,72.06,1801,725,36,31.0,Lifestyle,2023-10-23
CRM,Instagram,Mobile,57.82,1272,487,34,31.0,Infographic,2023-10-23
Retargeting,GDN,Mobile,97.91,1958,61,6,15.0,Infographic,2023-10-23
Prospecting,GDN,Desktop,69.76,1744,53,2,15.0,Lifestyle,2023-10-23
Retargeting,Facebook News Feed,Desktop,80.64,1612,337,33,31.0,Lifestyle,2023-10-23
Retargeting,Facebook News Feed,Mobile,67.75,1355,374,37,31.0,Infographic,2023-10-23
Prospecting,Facebook News Feed,Desktop,77.8,1945,876,43,31.0,Lifestyle,2023-10-23
Prospecting,Instagram,Desktop,89.28,2231,473,23,31.0,Infographic,2023-10-23
Prospecting,Facebook News Feed,Desktop,55.35,1383,111,5,15.0,Product,2023-10-23
Retargeting,Instagram,Mobile,99.52,1990,989,98,61.0,Product,2023-10-23
Retargeting,Facebook Audience Network,Desktop,105.62,2112,323,32,15.0,Infographic,2023-10-23
Retargeting,GDN,Mobile,80.21,1604,618,61,46.0,Infographic,2023-10-23
CRM,GDN,Desktop,74.22,1632,794,55,31.0,Infographic,2023-10-23
Retargeting,Facebook Audience Network,Desktop,92.29,1845,882,88,46.0,Lifestyle,2023-10-23
Retargeting,Facebook News Feed,Mobile,97.97,1959,679,67,46.0,Infographic,2023-10-22
Retargeting,Instagram,Mobile,96.77,1935,585,58,46.0,Infographic,2023-10-22
Prospecting,Instagram,Desktop,53.44,1335,603,30,15.0,Product,2023-10-22
Retargeting,Instagram,Desktop,120.18,2403,1108,110,61.0,Infographic,2023-10-22
CRM,GDN,Desktop,50.44,1109,371,25,31.0,Infographic,2023-10-22
Retargeting,Facebook News Feed,Mobile,95.27,1905,74,7,15.0,Product,2023-10-22
CRM,Instagram,Desktop,65.98,1451,595,41,31.0,Lifestyle,2023-10-22
Retargeting,Instagram,Mobile,129.22,2584,507,50,46.0,Infographic,2023-10-22
Prospecting,Instagram,Desktop,63.8,1595,227,11,15.0,Infographic,2023-10-22
CRM,Facebook Audience Network,Desktop,55.54,1221,594,41,31.0,Infographic,2023-10-22
Retargeting,Instagram,Desktop,127.65,2552,14,1,15.0,Infographic,2023-10-22
CRM,Facebook Audience Network,Desktop,64.64,1422,180,12,15.0,Product,2023-10-22
Retargeting,Instagram,Desktop,113.42,2268,337,33,31.0,Product,2023-10-22
CRM,Instagram,Desktop,49.49,1088,262,18,15.0,Product,2023-10-22
Prospecting,Instagram,Desktop,74.31,1857,925,46,31.0,Infographic,2023-10-22
Retargeting,Facebook Audience Network,Mobile,96.64,1932,77,7,15.0,Lifestyle,2023-10-22
Retargeting,Instagram,Desktop,82.84,1656,228,22,31.0,Infographic,2023-10-22
Retargeting,Facebook News Feed,Desktop,66.51,1330,29,2,15.0,Infographic,2023-10-22
Retargeting,Instagram,Desktop,89.79,1795,373,37,31.0,Lifestyle,2023-10-22
Retargeting,Facebook Audience Network,Desktop,127.09,2541,154,15,15.0,Infographic,2023-10-22
Retargeting,Facebook Audience Network,Mobile,101.18,2023,816,81,61.0,Product,2023-10-22
Retargeting,Facebook News Feed,Mobile,127.49,2549,1208,120,61.0,Product,2023-10-22
Prospecting,GDN,Desktop,82.69,2067,447,22,15.0,Lifestyle,2023-10-22
Retargeting,Facebook News Feed,Desktop,84.71,1694,446,44,46.0,Product,2023-10-22
Retargeting,Facebook News Feed,Mobile,125.55,2511,431,43,31.0,Lifestyle,2023-10-22
Prospecting,Facebook Audience Network,Mobile,83.18,2079,766,38,31.0,Lifestyle,2023-10-22
Retargeting,Instagram,Mobile,119.24,2384,1104,110,46.0,Infographic,2023-10-22
Retargeting,Instagram,Desktop,78.63,1572,209,20,15.0,Product,2023-10-22
Retargeting,GDN,Mobile,120.78,2415,987,98,61.0,Lifestyle,2023-10-22
CRM,GDN,Mobile,70.69,1555,548,38,31.0,Infographic,2023-10-22
CRM,GDN,Desktop,62.9,1383,285,19,15.0,Lifestyle,2023-10-22
Retargeting,GDN,Desktop,83.86,1677,53,5,15.0,Product,2023-10-22
Prospecting,Facebook News Feed,Desktop,79.31,1982,468,23,31.0,Product,2023-10-22
Prospecting,Facebook News Feed,Mobile,89.17,2229,368,18,15.0,Infographic,2023-10-22
Prospecting,Instagram,Mobile,83.52,2087,853,42,31.0,Lifestyle,2023-10-22
Prospecting,Facebook News Feed,Mobile,89.02,2225,983,49,31.0,Product,2023-10-22
Prospecting,Instagram,Mobile,95.18,2379,724,36,31.0,Product,2023-10-22
Retargeting,Instagram,Desktop,87.03,1740,775,77,31.0,Product,2023-10-22
Retargeting,Instagram,Mobile,76.9,1537,597,59,46.0,Product,2023-10-22
Retargeting,Instagram,Desktop,99.25,1984,574,57,46.0,Product,2023-10-22
CRM,Facebook Audience Network,Mobile,56.7,1247,446,31,31.0,Lifestyle,2023-10-22
Prospecting,Instagram,Mobile,91.79,2294,413,20,15.0,Lifestyle,2023-10-22
CRM,Facebook News Feed,Mobile,49.26,1083,481,33,31.0,Infographic,2023-10-22
CRM,Facebook News Feed,Desktop,70.2,1544,92,6,15.0,Product,2023-10-22
Retargeting,Facebook News Feed,Mobile,127.07,2541,964,96,61.0,Infographic,2023-10-22
Prospecting,Facebook News Feed,Desktop,80.0,2000,560,28,15.0,Lifestyle,2023-10-22
Prospecting,Facebook Audience Network,Desktop,80.91,2022,632,31,31.0,Lifestyle,2023-10-22
CRM,GDN,Desktop,52.32,1151,38,2,15.0,Infographic,2023-10-22
CRM,GDN,Desktop,54.57,1200,545,38,15.0,Lifestyle,2023-10-22
Prospecting,Instagram,Mobile,73.87,1846,357,17,15.0,Product,2023-10-22
Retargeting,Instagram,Mobile,128.86,2577,777,77,46.0,Product,2023-10-21
Prospecting,Facebook News Feed,Desktop,78.92,1973,8,5,15.0,Lifestyle,2023-10-21
Retargeting,Facebook News Feed,Desktop,73.56,1471,187,18,15.0,Product,2023-10-21
Prospecting,GDN,Mobile,83.83,2095,607,30,31.0,Infographic,2023-10-21
CRM,GDN,Mobile,68.26,1501,644,45,31.0,Lifestyle,2023-10-21
Retargeting,Facebook News Feed,Desktop,99.49,1989,674,67,31.0,Infographic,2023-10-21
Prospecting,Instagram,Mobile,102.04,2550,138,6,15.0,Lifestyle,2023-10-21
Retargeting,Facebook Audience Network,Mobile,115.55,2311,297,29,15.0,Product,2023-10-21
Retargeting,Facebook Audience Network,Mobile,79.02,1580,79,7,15.0,Product,2023-10-21
Retargeting,GDN,Desktop,88.97,1779,602,60,46.0,Product,2023-10-21
Prospecting,GDN,Desktop,83.39,2084,178,8,15.0,Product,2023-10-21
CRM,GDN,Desktop,43.34,953,256,17,15.0,Infographic,2023-10-21
CRM,Facebook Audience Network,Desktop,63.36,1393,217,15,15.0,Infographic,2023-10-21
Retargeting,Facebook Audience Network,Desktop,64.77,1295,266,26,31.0,Lifestyle,2023-10-21
CRM,Facebook News Feed,Mobile,70.23,1545,316,22,15.0,Product,2023-10-21
Prospecting,Instagram,Mobile,93.61,2340,590,29,31.0,Product,2023-10-21
Retargeting,GDN,Mobile,110.1,2201,678,67,31.0,Infographic,2023-10-21
Retargeting,Facebook News Feed,Desktop,86.48,1729,615,61,46.0,Product,2023-10-21
Retargeting,Facebook Audience Network,Mobile,103.4,2068,849,84,31.0,Product,2023-10-21
CRM,Facebook News Feed,Desktop,54.87,1207,283,19,15.0,Product,2023-10-21
Prospecting,Facebook Audience Network,Desktop,64.54,1613,344,17,15.0,Infographic,2023-10-21
Prospecting,Instagram,Desktop,74.92,1872,726,36,15.0,Infographic,2023-10-21
Retargeting,Facebook Audience Network,Desktop,113.97,2279,74,7,15.0,Product,2023-10-21
Prospecting,Facebook News Feed,Desktop,80.66,2016,736,36,31.0,Infographic,2023-10-21
Retargeting,Instagram,Desktop,129.01,2580,335,33,31.0,Product,2023-10-21
Retargeting,Facebook Audience Network,Mobile,115.32,2306,803,80,46.0,Lifestyle,2023-10-21
Prospecting,GDN,Desktop,89.88,2247,854,42,31.0,Product,2023-10-21
Retargeting,Facebook Audience Network,Mobile,67.82,1356,581,58,46.0,Product,2023-10-21
CRM,Instagram,Desktop,57.15,1257,362,25,15.0,Lifestyle,2023-10-21
Retargeting,Facebook News Feed,Mobile,78.71,1574,189,18,15.0,Product,2023-10-21
Prospecting,Instagram,Desktop,77.25,1931,471,23,15.0,Product,2023-10-21
Retargeting,Facebook News Feed,Desktop,86.13,1722,105,10,15.0,Lifestyle,2023-10-21
Prospecting,Facebook Audience Network,Mobile,74.34,1858,69,3,15.0,Product,2023-10-21
Retargeting,Facebook Audience Network,Desktop,121.22,2424,521,52,31.0,Lifestyle,2023-10-21
Retargeting,Instagram,Desktop,109.5,2190,982,98,61.0,Lifestyle,2023-10-21
CRM,GDN,Mobile,70.07,1541,516,36,31.0,Product,2023-10-21
Retargeting,Facebook Audience Network,Mobile,67.99,1359,27,2,15.0,Product,2023-10-21
CRM,GDN,Desktop,60.58,1332,314,21,31.0,Product,2023-10-21
CRM,GDN,Mobile,69.67,1532,752,52,46.0,Lifestyle,2023-10-21
Retargeting,Instagram,Mobile,130.13,2602,1259,125,46.0,Lifestyle,2023-10-21
Retargeting,Facebook Audience Network,Desktop,69.04,1380,91,9,15.0,Infographic,2023-10-21
Prospecting,GDN,Mobile,74.73,1868,829,41,31.0,Lifestyle,2023-10-21
CRM,Facebook Audience Network,Desktop,70.34,1547,362,25,15.0,Infographic,2023-10-21
CRM,Facebook News Feed,Mobile,58.08,1277,37,2,15.0,Lifestyle,2023-10-21
Prospecting,GDN,Desktop,66.34,1658,730,36,31.0,Product,2023-10-21
Prospecting,Instagram,Desktop,56.75,1418,663,33,31.0,Product,2023-10-21
Retargeting,Instagram,Desktop,81.03,1620,703,70,61.0,Product,2023-10-21
CRM,GDN,Mobile,43.11,948,120,8,15.0,Infographic,2023-10-21
CRM,Facebook Audience Network,Desktop,60.58,1332,490,34,15.0,Product,2023-10-21
Retargeting,Facebook News Feed,Mobile,117.93,2358,1133,113,61.0,Lifestyle,2023-10-21
Retargeting,Facebook News Feed,Desktop,74.78,1495,143,14,15.0,Product,2023-10-20
Retargeting,Instagram,Desktop,105.15,2103,833,83,46.0,Product,2023-10-20
Retargeting,Instagram,Desktop,116.91,2338,1069,106,77.0,Lifestyle,2023-10-20
CRM,Facebook Audience Network,Mobile,59.97,1319,148,10,15.0,Infographic,2023-10-20
Retargeting,Instagram,Desktop,67.79,1355,571,57,31.0,Product,2023-10-20
Retargeting,Facebook Audience Network,Desktop,107.72,2154,137,13,15.0,Infographic,2023-10-20
Retargeting,GDN,Mobile,98.91,1978,489,48,31.0,Infographic,2023-10-20
CRM,Facebook News Feed,Desktop,58.43,1285,401,28,15.0,Product,2023-10-20
Prospecting,GDN,Desktop,71.8,1794,601,30,31.0,Lifestyle,2023-10-20
Retargeting,Instagram,Mobile,101.74,2034,723,72,46.0,Infographic,2023-10-20
Retargeting,Facebook News Feed,Mobile,110.2,2203,680,68,46.0,Lifestyle,2023-10-20
CRM,Facebook News Feed,Mobile,83.91,1845,624,43,31.0,Infographic,2023-10-20
CRM,GDN,Desktop,61.12,1344,340,23,15.0,Product,2023-10-20
Retargeting,Facebook Audience Network,Mobile,130.22,2604,301,30,31.0,Lifestyle,2023-10-20
Retargeting,Facebook News Feed,Desktop,107.16,2143,117,11,15.0,Lifestyle,2023-10-20
Retargeting,Facebook Audience Network,Desktop,98.01,1960,736,73,31.0,Infographic,2023-10-20
Retargeting,GDN,Mobile,102.97,2059,150,15,15.0,Lifestyle,2023-10-20
Prospecting,GDN,Mobile,61.67,1541,166,8,15.0,Product,2023-10-20
CRM,Facebook Audience Network,Desktop,63.06,1387,606,42,31.0,Lifestyle,2023-10-20
Retargeting,GDN,Mobile,60.16,1203,424,42,31.0,Lifestyle,2023-10-20
